"X","Year","Age_Group","Race_Ethnicity","First_Degree_History","Age_Menarche","Age_First_Birth","Breast_Density","Hormone_Replacement_Therapy","Menopause_Status","BMI_Group","Biopsy_History","Breast_Cancer_History","Count"
1913,2015,"75-79","Hispanic","Yes","12-13","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",1
4046,2014,"70-74","Non-Hispanic White","Yes","12-13","20-24","Almost entirely fat","No","Post-menopausal","10-24.99","No","No",3
197,2017,"60-64","Non-Hispanic Black","No",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",4
2760,2016,"40-44","Non-Hispanic White","Yes","<12","Nulliparous","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","10-24.99","No","No",3
2988,2016,"65-69","Non-Hispanic Black","No","<12",">30","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",4
4762,2016,">85","Non-Hispanic Black","Yes","12-13","25-29","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","Yes",1
4614,2017,"70-74","Hispanic","No",">14","<20","Scattered fibroglandular densities","No","Post-menopausal","35+","Yes","No",4
3962,2016,"60-64","Non-Hispanic White","No",">14","Nulliparous","Scattered fibroglandular densities","Yes","Post-menopausal","10-24.99","No","No",4
1884,2014,"75-79","Asian/Pacific Islander","No",">14","25-29","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",3
4754,2017,"50-54","Asian/Pacific Islander","No","<12",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","30-34.99","Yes","Yes",1
672,2014,"45-49","Non-Hispanic White","Yes","12-13","20-24","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","No",1
4650,2015,"30-34","Non-Hispanic Black","No",">14","25-29","Extremely dense","No","Pre- or Peri-menopausal","25-29.99","Yes","Yes",1
274,2014,"40-44","Non-Hispanic Black","No",">14","25-29","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","Yes","No",1
866,2014,"80-84","Asian/Pacific Islander","Yes",">14",">30","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",1
2909,2017,"75-79","Non-Hispanic White","No","<12","20-24","Heterogeneously dense","No","Post-menopausal","30-34.99","Yes","No",1
3706,2014,"45-49","Non-Hispanic White","No",">14",">30","Extremely dense","No","Pre- or Peri-menopausal","30-34.99","Yes","No",1
1610,2015,"60-64","Non-Hispanic White","Yes","<12","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",3
4437,2015,"65-69","Hispanic","No","12-13","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",13
2445,2015,"65-69","Native American","No","12-13","25-29","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",1
3775,2013,"65-69","Asian/Pacific Islander","No","<12","25-29","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",3
4618,2013,"70-74","Hispanic","No",">14",">30","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",4
145,2014,"70-74","Native American","No","12-13","25-29","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","Yes",1
4225,2016,"50-54","Asian/Pacific Islander","No",">14","20-24","Extremely dense","No","Post-menopausal","25-29.99","No","No",1
2537,2017,"80-84","Non-Hispanic White","Yes","<12","20-24","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","No",1
1464,2017,"65-69","Non-Hispanic Black","Yes","<12","25-29","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",6
462,2016,"30-34","Non-Hispanic Black","Yes","12-13","25-29","Extremely dense","No","Pre- or Peri-menopausal","10-24.99","No","No",2
2296,2016,"45-49","Hispanic","No","<12","25-29","Extremely dense","No","Pre- or Peri-menopausal","30-34.99","No","No",1
4013,2017,"50-54","Hispanic","No","12-13","20-24","Heterogeneously dense","No","Pre- or Peri-menopausal","25-29.99","Yes","No",5
1516,2016,"45-49","Hispanic","No","<12","<20","Heterogeneously dense","No","Pre- or Peri-menopausal","30-34.99","Yes","No",2
1715,2016,"80-84","Hispanic","No",">14","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","No",1
1010,2016,"80-84","Non-Hispanic White","No","12-13","25-29","Heterogeneously dense","Yes","Post-menopausal","10-24.99","No","No",3
1150,2015,"70-74","Asian/Pacific Islander","No","12-13","20-24","Heterogeneously dense","No","Post-menopausal","30-34.99","Yes","Yes",1
1419,2014,"80-84","Hispanic","No","12-13","25-29","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","No",1
1881,2016,"80-84","Non-Hispanic White","Yes","12-13","20-24","Extremely dense","No","Post-menopausal","25-29.99","Yes","Yes",1
1116,2017,"45-49","Non-Hispanic Black","No",">14","<20","Heterogeneously dense","No","Surgical Menopause","25-29.99","Yes","No",4
4545,2014,"30-34","Non-Hispanic White","No","12-13","25-29","Extremely dense","No","Pre- or Peri-menopausal","25-29.99","Yes","No",1
4024,2014,"60-64","Non-Hispanic White","No","<12","20-24","Heterogeneously dense","No","Post-menopausal","10-24.99","No","Yes",1
2911,2017,"70-74","Non-Hispanic White","No","<12","<20","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",3
2724,2016,"70-74","Non-Hispanic Black","No",">14","Nulliparous","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",2
3431,2015,"60-64","Non-Hispanic White","No",">14","20-24","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",74
2413,2017,"60-64","Non-Hispanic White","No","<12","Nulliparous","Almost entirely fat","No","Post-menopausal","30-34.99","No","No",10
1243,2017,"80-84","Non-Hispanic Black","No",">14",">30","Almost entirely fat","No","Post-menopausal","25-29.99","Yes","Yes",1
4437,2015,"65-69","Hispanic","No","12-13","20-24","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",13
3654,2016,"60-64","Non-Hispanic White","Yes",">14","20-24","Heterogeneously dense","No","Post-menopausal","25-29.99","No","Yes",1
4974,2017,">85","Non-Hispanic Black","No","<12","<20","Almost entirely fat","No","Post-menopausal","10-24.99","No","No",1
3637,2016,"50-54","Non-Hispanic Black","Yes","12-13","<20","Scattered fibroglandular densities","No","Surgical Menopause","35+","No","No",3
4174,2016,"40-44","Non-Hispanic White","No","12-13",">30","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","10-24.99","Yes","Yes",1
4873,2017,"70-74","Non-Hispanic White","No","<12","25-29","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",33
1849,2016,"45-49","Other/Mixed","No","<12","Nulliparous","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","25-29.99","Yes","No",1
4617,2014,"80-84","Non-Hispanic Black","Yes",">14","20-24","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","Yes",1
1119,2016,"40-44","Non-Hispanic White","No","12-13","<20","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","35+","No","No",18
2964,2017,"60-64","Asian/Pacific Islander","No","<12","20-24","Almost entirely fat","No","Post-menopausal","10-24.99","Yes","No",1
816,2017,"60-64","Hispanic","Yes","12-13","Nulliparous","Extremely dense","No","Post-menopausal","10-24.99","No","No",1
1871,2015,"65-69","Non-Hispanic White","No","12-13","20-24","Scattered fibroglandular densities","Yes","Post-menopausal","25-29.99","Yes","No",4
2691,2016,"80-84","Non-Hispanic White","No",">14","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","Yes","Yes",1
1335,2016,"70-74","Non-Hispanic Black","No",">14","20-24","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","Yes",3
2116,2013,"70-74","Asian/Pacific Islander","Yes","12-13","20-24","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",1
2103,2014,"75-79","Non-Hispanic White","No",">14","Nulliparous","Almost entirely fat","No","Post-menopausal","10-24.99","No","No",2
3977,2013,"70-74","Non-Hispanic White","No","12-13","20-24","Extremely dense","No","Post-menopausal","10-24.99","Yes","Yes",1
926,2015,"70-74","Non-Hispanic Black","No",">14","<20","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","No",7
835,2014,"60-64","Hispanic","No","12-13",">30","Extremely dense","No","Post-menopausal","25-29.99","No","No",3
2537,2017,"80-84","Non-Hispanic White","Yes","<12","20-24","Heterogeneously dense","No","Post-menopausal","25-29.99","Yes","No",1
3599,2017,"40-44","Non-Hispanic White","Yes",">14","Nulliparous","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",1
1397,2015,"80-84","Non-Hispanic Black","No",">14","20-24","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",9
4754,2017,"50-54","Asian/Pacific Islander","No","<12",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","30-34.99","Yes","Yes",1
1740,2017,"50-54","Non-Hispanic Black","Yes",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",4
2797,2017,"50-54","Other/Mixed","Yes","12-13","Nulliparous","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",1
2276,2013,">85","Hispanic","No","<12","<20","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","No",1
531,2017,"50-54","Non-Hispanic Black","No",">14","<20","Extremely dense","No","Surgical Menopause","10-24.99","No","No",1
2217,2016,"70-74","Other/Mixed","No","<12","Nulliparous","Heterogeneously dense","No","Post-menopausal","10-24.99","No","Yes",1
1129,2014,"40-44","Non-Hispanic White","No","<12","Nulliparous","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","35+","No","No",23
4625,2014,"70-74","Non-Hispanic White","Yes",">14","20-24","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","Yes",4
2851,2014,"60-64","Non-Hispanic Black","No","12-13","25-29","Almost entirely fat","No","Post-menopausal","25-29.99","No","No",4
406,2014,"50-54","Non-Hispanic Black","No",">14","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",1
1740,2017,"50-54","Non-Hispanic Black","Yes",">14","20-24","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",4
3489,2015,"50-54","Non-Hispanic White","No","12-13",">30","Extremely dense","No","Surgical Menopause","35+","Yes","No",1
2714,2017,"40-44","Non-Hispanic Black","Yes","12-13","25-29","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","25-29.99","Yes","No",1
2419,2017,"65-69","Non-Hispanic White","No","<12","Nulliparous","Almost entirely fat","No","Post-menopausal","35+","Yes","No",3
838,2013,"55-59","Non-Hispanic Black","No","12-13","<20","Almost entirely fat","No","Pre- or Peri-menopausal","10-24.99","No","No",1
1275,2015,"50-54","Non-Hispanic Black","Yes","<12","20-24","Scattered fibroglandular densities","No","Post-menopausal","35+","No","No",1
1665,2016,"40-44","Non-Hispanic White","Yes","12-13","<20","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","No","No",8
2857,2017,"50-54","Other/Mixed","Yes","12-13","20-24","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",1
2372,2017,"60-64","Non-Hispanic White","No",">14","25-29","Almost entirely fat","No","Post-menopausal","30-34.99","Yes","No",2
2569,2016,"35-39","Non-Hispanic White","Yes","<12","25-29","Scattered fibroglandular densities","No","Pre- or Peri-menopausal","10-24.99","No","No",1
1915,2017,"55-59","Non-Hispanic White","No","12-13","<20","Extremely dense","No","Surgical Menopause","10-24.99","Yes","No",1
2442,2017,"45-49","Asian/Pacific Islander","No","<12",">30","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","Yes","No",1
3462,2013,"70-74","Non-Hispanic White","No","12-13","<20","Almost entirely fat","No","Post-menopausal","25-29.99","Yes","No",3
3504,2013,"65-69","Non-Hispanic White","No",">14",">30","Almost entirely fat","No","Post-menopausal","35+","No","No",1
65,2016,"75-79","Non-Hispanic White","Yes","12-13","25-29","Almost entirely fat","No","Post-menopausal","35+","No","No",1
3248,2016,"35-39","Hispanic","Yes","<12",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",1
3241,2013,"75-79","Asian/Pacific Islander","No","12-13","Nulliparous","Heterogeneously dense","No","Post-menopausal","30-34.99","No","No",1
497,2015,"55-59","Non-Hispanic Black","No","12-13","Nulliparous","Almost entirely fat","No","Pre- or Peri-menopausal","35+","No","No",1
623,2017,"80-84","Non-Hispanic White","Yes","12-13","Nulliparous","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",1
310,2017,"40-44","Non-Hispanic White","No","<12","<20","Heterogeneously dense","No","Surgical Menopause","30-34.99","No","No",3
3474,2016,"50-54","Other/Mixed","No",">14",">30","Scattered fibroglandular densities","No","Post-menopausal","10-24.99","No","No",1
2724,2016,"70-74","Non-Hispanic Black","No",">14","Nulliparous","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",2
4077,2015,"70-74","Non-Hispanic Black","No","12-13","25-29","Almost entirely fat","No","Post-menopausal","25-29.99","No","No",3
1761,2013,"80-84","Non-Hispanic White","No","12-13","<20","Almost entirely fat","No","Post-menopausal","35+","No","Yes",1
1010,2016,"80-84","Non-Hispanic White","No","12-13","25-29","Heterogeneously dense","Yes","Post-menopausal","10-24.99","No","No",3
1514,2015,"55-59","Non-Hispanic Black","Yes","12-13","20-24","Almost entirely fat","No","Surgical Menopause","35+","No","No",2
562,2015,"40-44","Hispanic","No","12-13","<20","Heterogeneously dense","No","Pre- or Peri-menopausal","30-34.99","No","No",33
2023,2015,"65-69","Non-Hispanic Black","No","<12","Nulliparous","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",13
2126,2017,"50-54","Non-Hispanic White","No",">14","25-29","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","Yes","No",30
1895,2014,"50-54","Non-Hispanic White","No","12-13",">30","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",33
4345,2014,"50-54","Non-Hispanic White","Yes","12-13",">30","Scattered fibroglandular densities","No","Post-menopausal","35+","Yes","No",3
704,2013,"55-59","Non-Hispanic Black","No","12-13","Nulliparous","Extremely dense","No","Pre- or Peri-menopausal","25-29.99","No","No",3
2394,2014,"40-44","Non-Hispanic Black","Yes","12-13","20-24","Extremely dense","No","Pre- or Peri-menopausal","10-24.99","No","No",1
2751,2017,"50-54","Non-Hispanic White","No",">14","Nulliparous","Heterogeneously dense","No","Pre- or Peri-menopausal","35+","No","No",3
1876,2015,"65-69","Non-Hispanic Black","No","<12","<20","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","No","Yes",1
954,2016,"55-59","Native American","No","12-13","25-29","Heterogeneously dense","No","Post-menopausal","30-34.99","No","No",1
4947,2015,"50-54","Hispanic","No",">14",">30","Scattered fibroglandular densities","No","Post-menopausal","30-34.99","No","No",2
3775,2013,"65-69","Asian/Pacific Islander","No","<12","25-29","Heterogeneously dense","No","Post-menopausal","25-29.99","No","No",3
1889,2013,"75-79","Non-Hispanic White","No",">14","25-29","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","Yes",4
3786,2014,"60-64","Hispanic","Yes",">14","<20","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",1
1707,2016,"50-54","Non-Hispanic White","No","12-13","25-29","Scattered fibroglandular densities","Yes","Post-menopausal","10-24.99","No","No",2
3169,2017,"80-84","Hispanic","No",">14","<20","Almost entirely fat","No","Post-menopausal","35+","No","No",1
1956,2017,"55-59","Hispanic","No","12-13","20-24","Extremely dense","No","Post-menopausal","10-24.99","No","No",2
3209,2015,"65-69","Non-Hispanic Black","No","<12","<20","Almost entirely fat","No","Post-menopausal","35+","No","No",12
4606,2017,"55-59","Asian/Pacific Islander","No","<12",">30","Heterogeneously dense","No","Pre- or Peri-menopausal","10-24.99","Yes","Yes",1
1804,2014,"65-69","Non-Hispanic White","No","12-13","Nulliparous","Heterogeneously dense","No","Post-menopausal","35+","Yes","No",3
3132,2014,"80-84","Non-Hispanic White","No","12-13",">30","Scattered fibroglandular densities","No","Post-menopausal","25-29.99","Yes","No",6
1107,2015,"50-54","Non-Hispanic White","Yes","12-13","25-29","Scattered fibroglandular densities","No","Surgical Menopause","35+","Yes","No",3
3975,2014,"50-54","Non-Hispanic White","No","<12","Nulliparous","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",4
942,2017,"70-74","Non-Hispanic Black","Yes","12-13","Nulliparous","Heterogeneously dense","No","Post-menopausal","10-24.99","No","No",1
447,2016,"70-74","Other/Mixed","Yes","12-13","25-29","Scattered fibroglandular densities","No","Post-menopausal","35+","No","No",1
2918,2013,"75-79","Non-Hispanic Black","No","12-13","20-24","Heterogeneously dense","No","Post-menopausal","10-24.99","Yes","No",6
